region,Date,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,year
8,2016-03-06,36774.58,736.06,35610.75,0.0,427.77,427.77,0.0,0.0,2016
8,2016-03-13,29584.31,110.77,28997.72,0.0,475.82,475.82,0.0,0.0,2016
8,2016-03-20,32456.45,152.43,31926.73,0.0,377.29,377.29,0.0,0.0,2016
8,2016-03-27,35086.33,171.4,34565.26,0.0,349.67,349.67,0.0,0.0,2016
8,2016-04-03,35602.29,95.32,35272.75,0.0,234.22,234.22,0.0,0.0,2016
8,2016-04-10,35474.03,70.12,35212.51,0.0,191.4,191.4,0.0,0.0,2016
8,2016-04-17,25405.66,97.85,24629.54,0.0,678.27,678.27,0.0,0.0,2016
8,2016-04-24,35192.95,66.02,34696.93,0.0,430.0,430.0,0.0,0.0,2016
8,2016-05-01,31458.63,102.92,30785.77,0.0,569.94,569.94,0.0,0.0,2016
8,2016-05-08,34200.94,83.69,33146.9,0.0,970.35,970.35,0.0,0.0,2016
8,2016-05-15,32454.82,37.45,30432.28,0.0,1985.09,1985.09,0.0,0.0,2016
8,2016-05-22,45768.24,77.57,44459.63,0.0,1231.04,1231.04,0.0,0.0,2016
8,2016-05-29,65325.69,186.15,64298.18,0.0,841.36,841.36,0.0,0.0,2016
8,2016-06-05,42580.14,105.86,41327.69,0.0,1146.59,1146.59,0.0,0.0,2016
8,2016-06-12,40535.05,162.25,38677.24,0.0,1695.56,1695.56,0.0,0.0,2016
8,2016-06-19,37650.61,122.15,35503.46,0.0,2025.0,2025.0,0.0,0.0,2016
8,2016-06-26,27771.37,60.12,25630.13,0.0,2081.12,2081.12,0.0,0.0,2016
8,2016-07-03,15807.19,85.18,13515.35,0.0,2206.66,2206.66,0.0,0.0,2016
8,2016-07-10,12651.27,40.37,10422.02,0.0,2188.88,2184.44,4.44,0.0,2016
8,2016-07-17,26249.13,60.77,23561.14,0.0,2627.22,2627.22,0.0,0.0,2016
8,2016-07-24,24894.83,107.07,20034.42,0.0,4753.34,4753.34,0.0,0.0,2016
8,2016-07-31,28969.34,80.77,27361.91,0.0,1526.66,1526.66,0.0,0.0,2016
8,2016-08-07,26720.39,75.65,25684.18,0.0,960.56,960.56,0.0,0.0,2016
8,2016-08-14,27655.2,84.15,26189.38,0.0,1381.67,1381.67,0.0,0.0,2016
8,2016-08-21,31252.62,69.71,29470.17,0.0,1712.74,1712.74,0.0,0.0,2016
8,2016-08-28,27637.06,699.1,25426.29,0.0,1511.67,1511.67,0.0,0.0,2016
8,2016-09-04,29892.84,91.7,27757.81,0.0,2043.33,2043.33,0.0,0.0,2016
8,2016-09-11,30146.46,92.82,27851.41,0.0,2202.23,2202.23,0.0,0.0,2016
8,2016-09-18,21876.53,98.1,19190.24,0.0,2588.19,2588.19,0.0,0.0,2016
8,2016-09-25,26730.61,93.75,24273.38,0.0,2363.48,2363.48,0.0,0.0,2016
8,2016-10-02,27147.49,100.4,24049.87,0.0,2997.22,2997.22,0.0,0.0,2016
8,2016-10-09,26995.26,79.04,23403.99,0.0,3512.23,3512.23,0.0,0.0,2016
8,2016-10-16,30428.53,72.62,26383.82,0.0,3972.09,3972.09,0.0,0.0,2016
8,2016-10-23,28740.94,84.24,25376.14,0.0,3280.56,3276.12,4.44,0.0,2016
8,2016-10-30,32607.37,88.54,29520.64,0.0,2998.19,2998.19,0.0,0.0,2016
8,2016-11-06,28818.87,38.61,24966.93,0.0,3813.33,3813.33,0.0,0.0,2016
8,2016-11-13,28482.64,56.66,25011.26,0.0,3414.72,3414.72,0.0,0.0,2016
8,2016-11-20,24924.61,49.68,22005.49,0.0,2869.44,2869.44,0.0,0.0,2016
8,2016-11-27,20020.98,57.34,16648.36,0.0,3315.28,3315.28,0.0,0.0,2016
8,2016-12-04,35156.8,87.48,31941.41,0.0,3127.91,3127.91,0.0,0.0,2016
8,2016-12-11,54112.89,63.34,50779.13,0.0,3270.42,3270.42,0.0,0.0,2016
8,2016-12-18,40115.97,59.36,37133.28,0.0,2923.33,2923.33,0.0,0.0,2016
8,2016-12-25,33412.35,52.77,30236.66,0.0,3122.92,3122.92,0.0,0.0,2016
8,2017-01-01,36915.87,36.67,34076.57,0.0,2802.63,2802.63,0.0,0.0,2017
8,2017-01-08,28099.34,70.76,23893.31,0.0,4135.27,4135.27,0.0,0.0,2017
8,2017-01-15,38542.5,78.31,34378.08,0.0,4086.11,4086.11,0.0,0.0,2017
8,2017-01-22,47561.03,52.69,43587.09,0.0,3921.25,3921.25,0.0,0.0,2017
8,2017-01-29,44735.4,87.33,40554.73,0.0,4093.34,4088.9,4.44,0.0,2017
8,2017-02-05,42439.11,82.09,39288.55,0.0,3068.47,3068.47,0.0,0.0,2017
8,2017-02-12,35870.49,49.0,32792.61,0.0,3028.88,3028.88,0.0,0.0,2017
8,2017-02-19,36645.7,324.96,28155.69,0.0,8165.05,8165.05,0.0,0.0,2017
8,2017-02-26,46602.16,799.29,37768.66,0.0,8034.21,8029.77,4.44,0.0,2017
8,2017-03-05,47884.05,444.51,42428.17,0.0,5011.37,5011.37,0.0,0.0,2017
8,2017-03-12,33185.31,262.35,29577.44,0.0,3345.52,3345.52,0.0,0.0,2017
8,2017-03-19,45989.07,1720.14,40737.11,0.0,3531.82,3527.38,4.44,0.0,2017
8,2017-03-26,48330.46,1252.26,43428.38,0.0,3649.82,3645.38,4.44,0.0,2017
8,2017-04-02,56046.88,538.54,51259.58,0.0,4248.76,4248.76,0.0,0.0,2017
8,2017-04-09,57024.53,298.8,53040.02,0.0,3685.71,3685.71,0.0,0.0,2017
8,2017-04-16,68194.97,189.55,63660.83,0.0,4344.59,4344.59,0.0,0.0,2017
8,2017-04-23,50574.88,144.02,46354.05,0.0,4076.81,4072.37,4.44,0.0,2017
8,2017-04-30,46274.23,39.74,44553.79,0.0,1680.7,1680.7,0.0,0.0,2017
8,2017-05-07,42798.67,42.84,39979.02,0.0,2776.81,2776.81,0.0,0.0,2017
8,2017-05-14,40490.25,71.71,36510.68,0.0,3907.86,3907.86,0.0,0.0,2017
8,2017-05-21,44591.86,34.84,40715.22,0.0,3841.8,3841.8,0.0,0.0,2017
8,2017-05-28,48877.42,61.8,43856.32,0.0,4959.3,4959.3,0.0,0.0,2017
8,2017-06-04,46993.63,41.82,43896.68,0.0,3055.13,3050.69,4.44,0.0,2017
8,2017-06-11,44859.81,68.64,42911.11,0.0,1880.06,1880.06,0.0,0.0,2017
8,2017-06-18,36015.84,47.8,34824.05,0.0,1143.99,1143.99,0.0,0.0,2017
8,2017-06-25,34223.93,151.52,33077.68,0.0,994.73,991.4,3.33,0.0,2017
8,2017-07-02,34696.48,88.99,33041.8,0.0,1565.69,1565.69,0.0,0.0,2017
8,2017-07-09,34529.39,101.56,33439.5,0.0,988.33,988.33,0.0,0.0,2017
8,2017-07-16,43700.57,84.45,35396.03,0.0,8192.12,8192.12,0.0,0.0,2017
8,2017-07-23,36591.27,87.93,31152.43,0.0,5350.91,5350.91,0.0,0.0,2017
8,2017-07-30,39043.11,93.55,31700.84,0.0,7248.72,7248.72,0.0,0.0,2017
8,2017-08-06,13741.86,38.53,7883.0,0.0,5820.33,5820.33,0.0,0.0,2017
8,2017-08-13,17452.06,65.48,6949.79,0.0,10436.79,10433.46,3.33,0.0,2017
8,2017-08-20,13896.65,51.92,5013.57,0.0,8831.16,8824.49,6.67,0.0,2017
8,2017-08-27,26530.32,91.53,18593.95,0.0,7844.84,7844.84,0.0,0.0,2017
8,2017-09-03,20131.27,107.44,11896.8,0.0,8127.03,8127.03,0.0,0.0,2017
8,2017-09-10,26481.45,245.66,17923.99,0.0,8311.8,8311.8,0.0,0.0,2017
8,2017-09-17,28047.95,123.84,20717.47,0.0,7206.64,7206.64,0.0,0.0,2017
8,2017-09-24,33346.53,110.63,25900.41,0.0,7335.49,7331.05,4.44,0.0,2017
8,2017-10-01,31903.97,61.05,25186.76,0.0,6656.16,6656.16,0.0,0.0,2017
8,2017-10-08,44054.7,50.6,31925.41,0.0,12078.69,12070.92,7.77,0.0,2017
8,2017-10-15,42271.67,24.19,30172.08,0.0,12075.4,12070.96,4.44,0.0,2017
8,2017-10-22,33775.92,38.23,23237.19,0.0,10500.5,10491.61,8.89,0.0,2017
8,2017-10-29,35333.89,29.29,28053.8,0.0,7250.8,7239.69,11.11,0.0,2017
8,2017-11-05,41108.47,24.68,31160.28,0.0,9923.51,9915.74,7.77,0.0,2017
8,2017-11-12,32924.34,24.78,25147.1,0.0,7752.46,7733.57,18.89,0.0,2017
8,2017-11-19,27898.67,29.29,20559.98,0.0,7309.4,7291.62,17.78,0.0,2017
8,2017-11-26,28513.37,35.72,19019.1,0.0,9458.55,9427.44,31.11,0.0,2017
8,2017-12-03,32233.21,21.79,24946.69,0.0,7264.73,7209.18,55.55,0.0,2017
8,2017-12-10,40734.03,180.13,30865.75,0.0,9688.15,9681.49,6.66,0.0,2017
8,2017-12-17,44435.16,946.46,21147.93,0.0,22340.77,22340.77,0.0,0.0,2017
8,2017-12-24,32444.19,324.23,21629.94,0.0,10490.02,10483.35,6.67,0.0,2017
8,2017-12-31,26040.03,142.0,16241.0,0.0,9657.03,9650.37,6.66,0.0,2017
8,2018-01-07,41573.25,118.84,29600.36,0.0,11854.05,11850.72,3.33,0.0,2018
8,2018-01-14,44955.89,133.39,31177.44,0.0,13645.06,13635.06,10.0,0.0,2018
8,2018-01-21,36688.67,83.93,28134.16,0.0,8470.58,8470.58,0.0,0.0,2018
8,2018-01-28,40770.94,215.4,31318.93,0.0,9236.61,9236.61,0.0,0.0,2018
8,2018-02-04,46956.84,313.29,32668.25,0.0,13975.3,13975.3,0.0,0.0,2018
8,2018-02-11,38202.17,409.68,26524.51,0.0,11267.98,11261.31,6.67,0.0,2018
8,2018-02-18,33678.58,259.18,24314.04,0.0,9105.36,9095.36,10.0,0.0,2018
8,2018-02-25,36432.65,246.73,29263.75,0.0,6922.17,6908.84,13.33,0.0,2018
8,2018-03-04,46026.58,1107.05,35255.03,0.0,9664.5,9654.5,10.0,0.0,2018
8,2018-03-11,41969.83,583.18,32382.95,0.0,9003.7,8990.36,13.34,0.0,2018
8,2018-03-18,35542.17,184.53,26955.74,0.0,8401.9,8398.57,3.33,0.0,2018
8,2018-03-25,35088.36,324.87,27550.29,0.0,7213.2,7176.54,36.66,0.0,2018
9,2015-01-04,8764.33,144.47,6921.75,0.0,1698.11,585.96,1112.15,0.0,2015
9,2015-01-11,11313.77,209.52,10352.17,0.0,752.08,310.62,441.46,0.0,2015
9,2015-01-18,10051.4,282.08,9374.23,0.0,395.09,351.87,43.22,0.0,2015
9,2015-01-25,10191.82,220.4,8150.22,0.0,1821.2,377.77,1443.43,0.0,2015
9,2015-02-01,10707.5,218.51,9140.29,0.0,1348.7,371.08,977.62,0.0,2015
9,2015-02-08,10351.99,225.93,8949.13,0.0,1176.93,963.33,213.6,0.0,2015
9,2015-02-15,10742.08,264.74,9452.15,0.0,1025.19,780.0,245.19,0.0,2015
9,2015-02-22,11254.29,258.35,9998.18,0.0,997.76,403.33,594.43,0.0,2015
9,2015-03-01,10963.48,271.44,9758.15,0.0,933.89,696.67,237.22,0.0,2015
9,2015-03-08,13070.44,251.86,9304.08,0.0,3514.5,1373.33,2141.17,0.0,2015
9,2015-03-15,12310.3,237.38,11231.53,0.0,841.39,96.67,744.72,0.0,2015
9,2015-03-22,13781.05,376.93,13270.16,0.0,133.96,106.67,27.29,0.0,2015
9,2015-03-29,13809.65,344.26,12693.87,0.0,771.52,690.0,81.52,0.0,2015
9,2015-04-05,16010.39,279.01,12842.34,0.0,2889.04,547.77,2341.27,0.0,2015
9,2015-04-12,13607.83,272.3,12556.25,0.0,779.28,688.44,90.84,0.0,2015
9,2015-04-19,15386.2,374.37,13907.82,0.0,1104.01,510.91,593.1,0.0,2015
9,2015-04-26,16289.6,256.76,13336.25,0.0,2696.59,563.33,2133.26,0.0,2015
9,2015-05-03,14145.51,248.06,11260.77,0.0,2636.68,680.0,1956.68,0.0,2015
9,2015-05-10,15989.61,285.62,11539.26,0.0,4164.73,663.33,3501.4,0.0,2015
9,2015-05-17,16389.19,283.38,10504.29,0.0,5601.52,1797.12,3804.4,0.0,2015
9,2015-05-24,14589.17,303.66,13023.85,0.0,1261.66,818.95,442.71,0.0,2015
9,2015-05-31,14240.44,247.34,12167.6,0.0,1825.5,1176.95,648.55,0.0,2015
9,2015-06-07,12893.69,209.83,11403.27,0.0,1280.59,985.63,294.96,0.0,2015
9,2015-06-14,15445.59,225.1,12225.64,0.0,2994.85,1030.0,1964.85,0.0,2015
9,2015-06-21,13791.64,318.95,11779.34,0.0,1693.35,548.86,1144.49,0.0,2015
9,2015-06-28,12523.04,313.32,11312.15,0.0,897.57,303.33,594.24,0.0,2015
9,2015-07-05,15077.62,250.57,12154.91,0.0,2672.14,640.0,2032.14,0.0,2015
9,2015-07-12,14507.57,241.98,11177.28,0.0,3088.31,226.67,2861.64,0.0,2015
9,2015-07-19,14741.72,230.06,11663.77,0.0,2847.89,96.67,2751.22,0.0,2015
9,2015-07-26,15050.08,253.43,12357.79,0.0,2438.86,70.0,2368.86,0.0,2015
9,2015-08-02,15286.4,198.92,14035.28,0.0,1052.2,123.34,928.86,0.0,2015
9,2015-08-09,14774.26,289.65,12902.16,0.0,1582.45,346.67,1235.78,0.0,2015
9,2015-08-16,15095.2,252.24,13919.8,0.0,923.16,260.0,663.16,0.0,2015
9,2015-08-23,14963.77,433.88,13036.74,0.0,1493.15,220.0,1273.15,0.0,2015
9,2015-08-30,14000.96,459.35,11740.46,0.0,1801.15,190.0,1611.15,0.0,2015
9,2015-09-06,15010.83,517.66,13286.9,0.0,1206.27,550.0,656.27,0.0,2015
9,2015-09-13,14448.15,458.07,12290.62,0.0,1699.46,460.0,1239.46,0.0,2015
9,2015-09-20,12915.37,379.74,12416.63,0.0,119.0,43.33,75.67,0.0,2015
9,2015-09-27,10508.73,329.58,9461.16,0.0,717.99,96.67,621.32,0.0,2015
9,2015-10-04,10231.74,341.89,8519.0,0.0,1370.85,303.33,1067.52,0.0,2015
9,2015-10-11,9860.75,304.48,8500.97,0.0,1055.3,443.33,611.97,0.0,2015
9,2015-10-18,12023.56,259.83,9299.99,0.0,2463.74,293.33,2170.41,0.0,2015
9,2015-10-25,10526.95,416.07,8846.71,0.0,1264.17,463.33,800.84,0.0,2015
9,2015-11-01,9499.24,287.24,7556.8,0.0,1655.2,326.67,1328.53,0.0,2015
9,2015-11-08,10407.9,339.94,7705.72,0.0,2362.24,420.0,1942.24,0.0,2015
9,2015-11-15,8896.59,338.88,7249.58,0.0,1308.13,286.67,1021.46,0.0,2015
9,2015-11-22,8662.14,336.76,7558.29,0.0,767.09,193.33,573.76,0.0,2015
9,2015-11-29,7189.95,284.13,6272.44,0.0,633.38,263.33,370.05,0.0,2015
9,2015-12-06,8656.18,234.08,7004.43,0.0,1417.67,663.33,754.34,0.0,2015
9,2015-12-13,8699.18,307.35,6153.05,0.0,2238.78,440.58,1798.2,0.0,2015
9,2015-12-20,7113.17,303.65,6449.34,0.0,360.18,173.03,187.15,0.0,2015
9,2015-12-27,7088.36,249.94,5919.28,0.0,919.14,266.67,652.47,0.0,2015
9,2016-01-03,10552.84,309.8,7637.9,0.0,2605.14,363.09,2242.05,0.0,2016
9,2016-01-10,13480.88,689.26,8880.64,0.0,3910.98,624.9,3286.08,0.0,2016
9,2016-01-17,9955.8,573.01,7597.31,0.0,1785.48,400.0,1385.48,0.0,2016
9,2016-01-24,11874.46,411.54,7551.79,0.0,3911.13,186.67,3724.46,0.0,2016
9,2016-01-31,11109.1,335.93,6835.59,0.0,3937.58,166.67,3770.91,0.0,2016
9,2016-02-07,14072.95,443.33,8905.29,0.0,4724.33,203.33,4521.0,0.0,2016
9,2016-02-14,17338.51,545.84,9088.79,0.0,7703.88,294.41,7409.47,0.0,2016
9,2016-02-21,10563.94,529.0,7783.07,0.0,2251.87,348.67,1903.2,0.0,2016
9,2016-02-28,9125.44,414.52,8307.16,0.0,403.76,280.0,123.76,0.0,2016
9,2016-03-06,12627.11,487.73,9078.49,0.0,3060.89,136.67,2924.22,0.0,2016
9,2016-03-13,13252.99,308.89,8663.98,0.0,4280.12,540.0,3740.12,0.0,2016
9,2016-03-20,16466.35,319.09,8546.86,0.0,7600.4,496.67,7103.73,0.0,2016
9,2016-03-27,17750.82,347.47,9168.31,0.0,8235.04,533.33,7701.71,0.0,2016
9,2016-04-03,12140.52,348.81,8344.35,0.0,3447.36,580.0,2867.36,0.0,2016
9,2016-04-10,16776.27,394.05,9103.31,0.0,7278.91,5473.56,1805.35,0.0,2016
9,2016-04-17,15920.25,417.29,9447.47,0.0,6055.49,1598.28,4457.21,0.0,2016
9,2016-04-24,15395.22,460.03,9677.47,0.0,5257.72,2457.02,2800.7,0.0,2016
9,2016-05-01,20458.94,308.69,9102.19,0.0,11048.06,1403.0,9645.06,0.0,2016
9,2016-05-08,14624.46,383.03,8838.78,0.0,5402.65,2905.39,2497.26,0.0,2016
9,2016-05-15,15206.47,359.02,8892.58,0.0,5954.87,1681.91,4272.96,0.0,2016
9,2016-05-22,14720.61,408.42,9071.13,0.0,5241.06,1062.17,4178.89,0.0,2016
9,2016-05-29,14695.59,459.73,8442.84,0.0,5793.02,923.63,4869.39,0.0,2016
9,2016-06-05,16321.6,374.82,8709.85,0.0,7236.93,759.52,6477.41,0.0,2016
9,2016-06-12,21266.49,545.86,10293.17,0.0,10427.46,691.21,9736.25,0.0,2016
9,2016-06-19,21910.54,699.16,10546.16,0.0,10665.22,710.57,9954.65,0.0,2016
9,2016-06-26,19243.4,482.14,9041.74,0.0,9719.52,767.81,8951.71,0.0,2016
9,2016-07-03,19128.61,482.4,10370.88,0.0,8275.33,746.79,7528.54,0.0,2016
9,2016-07-10,24427.23,481.08,11267.87,0.0,12678.28,862.31,11815.97,0.0,2016
9,2016-07-17,22576.93,541.3,8960.19,0.0,13075.44,725.06,12350.38,0.0,2016
9,2016-07-24,14589.37,538.94,10669.81,0.0,3380.62,827.26,2553.36,0.0,2016
9,2016-07-31,12919.17,554.23,8694.68,0.0,3670.26,1047.48,2622.78,0.0,2016
9,2016-08-07,22772.04,470.0,7721.78,0.0,14580.26,666.17,13914.09,0.0,2016
9,2016-08-14,17063.96,581.36,8369.54,0.0,8113.06,603.49,7509.57,0.0,2016
9,2016-08-21,18700.24,453.45,7152.55,0.0,11094.24,1046.7,10047.54,0.0,2016
9,2016-08-28,34718.84,637.29,7566.11,0.0,26515.44,569.01,25946.43,0.0,2016
9,2016-09-04,22075.04,535.98,10564.37,0.0,10974.69,764.46,10210.23,0.0,2016
9,2016-09-11,21710.38,531.09,9471.98,0.0,11707.31,875.67,10831.64,0.0,2016
9,2016-09-18,15776.76,577.58,8538.43,0.0,6660.75,736.94,5923.81,0.0,2016
9,2016-09-25,16032.03,468.89,7138.63,0.0,8424.51,781.74,7642.77,0.0,2016
9,2016-10-02,14975.64,458.81,8070.51,0.0,6446.32,507.31,5939.01,0.0,2016
9,2016-10-09,15218.52,562.56,9696.37,0.0,4959.59,625.18,4334.41,0.0,2016
9,2016-10-16,16206.87,660.88,6583.77,0.0,8962.22,1830.5,7131.72,0.0,2016
9,2016-10-23,17064.45,488.59,7531.36,0.0,9044.5,629.95,8414.55,0.0,2016
9,2016-10-30,15523.6,453.79,10104.3,0.0,4965.51,262.77,4702.74,0.0,2016
9,2016-11-06,27345.45,390.75,8582.72,0.0,18371.98,673.33,17698.65,0.0,2016
9,2016-11-13,9515.89,366.46,6058.31,0.0,3091.12,252.19,2838.93,0.0,2016
9,2016-11-20,15570.07,333.63,5458.44,0.0,9778.0,306.09,9471.91,0.0,2016
9,2016-11-27,17342.81,198.25,4476.76,0.0,12667.8,506.67,12161.13,0.0,2016
9,2016-12-04,15658.75,269.53,5925.9,0.0,9463.32,201.57,9261.75,0.0,2016
9,2016-12-11,27489.35,268.89,4743.81,0.0,22476.65,698.22,21778.43,0.0,2016
9,2016-12-18,17920.51,216.36,4930.87,0.0,12773.28,346.06,12427.22,0.0,2016
9,2016-12-25,6592.44,235.03,5062.95,0.0,1294.46,504.22,790.24,0.0,2016
9,2017-01-01,10798.25,351.72,8558.19,0.0,1888.34,293.33,1595.01,0.0,2017
9,2017-01-08,12346.01,323.43,6801.77,0.0,5220.81,654.36,4566.45,0.0,2017
9,2017-01-15,6349.77,364.39,5229.29,0.0,756.09,715.87,40.22,0.0,2017
9,2017-01-22,7209.5,235.68,4884.31,0.0,2089.51,694.68,1394.83,0.0,2017
9,2017-01-29,15828.0,241.14,4263.69,0.0,11323.17,446.01,10877.16,0.0,2017
9,2017-02-05,25068.02,198.33,4655.41,0.0,20214.28,458.06,19756.22,0.0,2017
9,2017-02-12,26706.48,287.17,6528.34,0.0,19890.97,487.26,19403.71,0.0,2017
9,2017-02-19,41987.86,225.44,5734.39,0.0,36028.03,473.98,35554.05,0.0,2017
9,2017-02-26,44024.03,252.79,4472.68,0.0,39298.56,600.0,38698.56,0.0,2017
9,2017-03-05,64057.04,223.84,4748.88,0.0,59084.32,638.68,58445.64,0.0,2017
9,2017-03-12,29680.14,325.53,5300.47,0.0,24054.14,687.41,23366.73,0.0,2017
9,2017-03-19,9218.04,303.46,6026.24,0.0,2888.34,1116.44,1771.9,0.0,2017
9,2017-03-26,24050.02,244.52,4884.24,0.0,18921.26,958.19,17963.07,0.0,2017
9,2017-04-02,25025.0,303.25,4768.12,0.0,19953.63,996.03,18957.6,0.0,2017
9,2017-04-09,24184.04,252.45,4493.92,0.0,19437.67,1003.96,18433.71,0.0,2017
9,2017-04-16,19269.21,290.18,4390.45,0.0,14588.58,1115.74,13472.84,0.0,2017
9,2017-04-23,8616.1,195.2,4322.55,0.0,4098.35,1158.88,2939.47,0.0,2017
9,2017-04-30,13924.31,243.48,4877.17,0.0,8803.66,882.46,7921.2,0.0,2017
9,2017-05-07,19989.19,287.34,7274.84,0.0,12427.01,925.23,11501.78,0.0,2017
9,2017-05-14,22296.61,239.72,5966.79,0.0,16090.1,802.37,15287.73,0.0,2017
9,2017-05-21,14138.36,257.41,5819.7,0.0,8061.25,1103.03,6958.22,0.0,2017
9,2017-05-28,12161.37,325.7,4912.89,0.0,6922.78,975.95,5946.83,0.0,2017
9,2017-06-04,12883.22,307.24,4899.81,0.0,7676.17,829.24,6846.93,0.0,2017
9,2017-06-11,42520.88,297.52,5882.5,0.0,36340.86,495.81,35845.05,0.0,2017
9,2017-06-18,18169.69,342.79,8331.42,0.0,9495.48,182.36,9313.12,0.0,2017
9,2017-06-25,18586.45,235.62,4991.16,0.0,13359.67,467.15,12892.52,0.0,2017
9,2017-07-02,27470.57,201.06,4916.62,0.0,22352.89,718.47,21634.42,0.0,2017
9,2017-07-09,21313.42,172.45,4678.2,0.0,16462.77,250.82,16211.95,0.0,2017
9,2017-07-16,22784.26,201.83,5849.35,0.0,16507.04,2066.65,14440.39,0.0,2017
9,2017-07-23,26748.23,364.87,11735.45,0.0,14543.55,1647.58,12895.97,0.0,2017
9,2017-07-30,14874.38,286.35,6566.23,0.0,7882.3,2278.78,5603.52,0.0,2017
9,2017-08-06,10853.28,221.48,4752.99,0.0,5808.95,3807.57,2001.38,0.0,2017
9,2017-08-13,7797.08,219.37,4075.78,0.0,3432.91,2701.68,731.23,0.0,2017
9,2017-08-20,8698.91,249.33,3687.59,0.0,4705.0,1706.12,2998.88,0.0,2017
9,2017-08-27,11994.71,270.33,3292.5,0.0,8389.08,2503.08,5886.0,0.0,2017
9,2017-09-03,13962.6,341.19,3270.17,0.0,10351.24,2220.07,8131.17,0.0,2017
9,2017-09-10,9883.59,313.75,4230.58,0.0,5339.26,2166.91,3172.35,0.0,2017
9,2017-09-17,11956.98,294.89,3982.86,0.0,7679.23,2517.66,5161.57,0.0,2017
9,2017-09-24,16058.2,351.12,3638.62,0.0,12068.46,2048.66,10019.8,0.0,2017
9,2017-10-01,12767.55,398.22,4418.33,0.0,7940.18,6126.77,1813.41,0.0,2017
9,2017-10-08,8459.92,246.84,4265.5,0.0,3947.58,3897.2,50.38,0.0,2017
9,2017-10-15,10382.51,258.44,4239.94,0.0,5884.13,5540.93,343.2,0.0,2017
9,2017-10-22,14482.57,265.15,3671.03,0.0,10546.39,5671.95,4874.44,0.0,2017
9,2017-10-29,12170.52,171.76,3285.31,0.0,8713.45,3873.14,4840.31,0.0,2017
9,2017-11-05,13199.3,194.06,2940.82,0.0,10064.42,3749.04,6315.38,0.0,2017
9,2017-11-12,12271.52,203.73,3368.13,0.0,8699.66,5085.49,3614.17,0.0,2017
9,2017-11-19,7514.34,293.63,3450.25,0.0,3770.46,3342.66,427.8,0.0,2017
9,2017-11-26,8466.46,133.12,2991.52,0.0,5341.82,3958.95,1382.87,0.0,2017
9,2017-12-03,6856.14,184.1,3716.8,0.0,2955.24,2570.98,384.26,0.0,2017
9,2017-12-10,8238.78,253.36,4171.8,0.0,3813.62,2864.13,949.49,0.0,2017
9,2017-12-17,9465.99,371.48,4597.17,0.0,4497.34,2324.92,2172.42,0.0,2017
9,2017-12-24,13218.13,444.01,5455.3,0.0,7318.82,3411.75,3907.07,0.0,2017
9,2017-12-31,14495.2,483.32,4217.86,0.0,9794.02,7802.06,1991.96,0.0,2017
9,2018-01-07,13141.82,710.55,5212.44,0.0,7218.83,3380.57,3838.26,0.0,2018
9,2018-01-14,19434.36,610.29,5917.68,0.0,12906.39,4369.52,8536.87,0.0,2018
9,2018-01-21,18364.37,678.73,5179.83,0.0,12505.81,2688.54,9817.27,0.0,2018
9,2018-01-28,15027.47,702.32,4805.49,0.0,9519.66,3133.44,6386.22,0.0,2018
9,2018-02-04,11196.3,628.58,4438.31,0.0,6129.41,4339.23,1790.18,0.0,2018
9,2018-02-11,10754.39,535.84,3567.35,0.0,6651.2,5192.81,1458.39,0.0,2018
9,2018-02-18,9811.36,680.18,4321.38,0.0,4809.8,4698.48,111.32,0.0,2018
9,2018-02-25,15097.8,736.69,4538.31,0.0,9822.8,2275.92,7546.88,0.0,2018
9,2018-03-04,11250.57,810.62,4420.73,0.0,6019.22,4449.27,1569.95,0.0,2018
9,2018-03-11,34517.3,1080.28,12488.67,0.0,20948.35,15617.99,5330.36,0.0,2018
9,2018-03-18,28721.72,932.06,10505.06,0.0,17284.6,8746.0,8538.6,0.0,2018
9,2018-03-25,15502.38,728.9,4308.74,0.0,10464.74,7398.87,3065.87,0.0,2018
10,2015-01-04,3930.94,358.05,2432.81,0.0,1140.08,444.17,695.91,0.0,2015
10,2015-01-11,4193.17,349.17,3226.58,0.0,617.42,416.25,201.17,0.0,2015
10,2015-01-18,4027.45,279.22,2959.75,0.0,788.48,213.33,575.15,0.0,2015
10,2015-01-25,4847.86,350.39,3650.73,0.0,846.74,293.33,553.41,0.0,2015
10,2015-02-01,4215.96,432.24,2985.02,0.0,798.7,223.33,575.37,0.0,2015
10,2015-02-08,3483.64,285.2,2071.17,0.0,1127.27,856.67,270.6,0.0,2015
10,2015-02-15,4283.56,374.59,2597.56,0.0,1311.41,706.67,604.74,0.0,2015
10,2015-02-22,3933.81,589.45,2581.64,0.0,762.72,238.07,524.65,0.0,2015
10,2015-03-01,4054.67,397.22,2681.49,0.0,975.96,664.76,311.2,0.0,2015
10,2015-03-08,4518.71,317.1,2943.26,7.45,1250.9,1130.31,120.59,0.0,2015
10,2015-03-15,3385.11,406.97,2060.4,0.0,917.74,291.55,626.19,0.0,2015
10,2015-03-22,2294.07,343.29,1775.29,0.0,175.49,137.47,38.02,0.0,2015
10,2015-03-29,3464.77,369.21,2347.69,0.0,747.87,719.17,28.7,0.0,2015
10,2015-04-05,5289.64,403.53,2859.4,0.0,2026.71,645.46,1381.25,0.0,2015
