Store,Date,Weekly_Sales
27,2012-07-27,1625883.71
27,2012-08-03,1705810.84
27,2012-08-10,1720537.26
27,2012-08-17,1735339.59
27,2012-08-24,1780443.36
27,2012-08-31,1731935.43
27,2012-09-07,1840955.23
27,2012-09-14,1519604.5
27,2012-09-21,1557485.75
27,2012-09-28,1540687.63
27,2012-10-05,1591816.88
27,2012-10-12,1660081.29
27,2012-10-19,1620374.24
27,2012-10-26,1703047.74
28,2012-02-24,1323487.91
28,2012-03-02,1451740.57
28,2012-03-09,1680764.06
28,2012-03-16,1337875.49
28,2012-03-23,1216059.41
28,2012-03-30,1209524.11
28,2012-04-06,1559592.79
28,2012-04-13,1290684.95
28,2012-04-20,1180797.2
28,2012-04-27,1170456.16
28,2012-05-04,1450628.85
28,2012-05-11,1264575.18
28,2012-05-18,1213310.45
28,2012-05-25,1151214.41
28,2012-06-01,1245480.95
28,2012-06-08,1440687.69
28,2012-06-15,1229760.97
28,2012-06-22,1180671.55
28,2012-06-29,1129031.98
28,2012-07-06,1500863.54
28,2012-07-13,1179915.04
28,2012-07-20,1149427.48
28,2012-07-27,1135035.09
28,2012-08-03,1376520.1
28,2012-08-10,1269113.41
28,2012-08-17,1184198.41
28,2012-08-24,1199309.59
28,2012-08-31,1227118.75
28,2012-09-07,1469693.99
28,2012-09-14,1124660.77
28,2012-09-21,1135340.19
28,2012-09-28,1129508.61
28,2012-10-05,1462941.03
28,2012-10-12,1205536.71
28,2012-10-19,1143724.48
28,2012-10-26,1213860.61
29,2012-02-24,488782.63
29,2012-03-02,500801.72
29,2012-03-09,504750.35
29,2012-03-16,489293.72
29,2012-03-23,517408.48
29,2012-03-30,504566.28
29,2012-04-06,633826.55
29,2012-04-13,520493.83
29,2012-04-20,525200.59
29,2012-04-27,497250.22
29,2012-05-04,504963.84
29,2012-05-11,529707.87
29,2012-05-18,543706.04
29,2012-05-25,549665.67
29,2012-06-01,576252.35
29,2012-06-08,554093.15
29,2012-06-15,552338.76
29,2012-06-22,581854.5
29,2012-06-29,555954.13
29,2012-07-06,578832.41
29,2012-07-13,514709.76
29,2012-07-20,506705.36
29,2012-07-27,475158.24
29,2012-08-03,504754.74
29,2012-08-10,518628.42
29,2012-08-17,416881.66
29,2012-08-24,615026.15
29,2012-08-31,545844.91
29,2012-09-07,540811.85
29,2012-09-14,475127.18
29,2012-09-21,489079.23
29,2012-09-28,489674.23
29,2012-10-05,520632.8
29,2012-10-12,513737.0
29,2012-10-19,516909.24
29,2012-10-26,534970.68
30,2012-02-24,425215.71
30,2012-03-02,438640.61
30,2012-03-09,446617.89
30,2012-03-16,413617.45
30,2012-03-23,430222.97
30,2012-03-30,449603.91
30,2012-04-06,461511.92
30,2012-04-13,428784.7
30,2012-04-20,462909.41
30,2012-04-27,433744.83
30,2012-05-04,454477.54
30,2012-05-11,436070.45
30,2012-05-18,460945.14
30,2012-05-25,449355.91
30,2012-06-01,427021.18
30,2012-06-08,437222.94
30,2012-06-15,438523.24
30,2012-06-22,428554.63
30,2012-06-29,423192.4
30,2012-07-06,440553.42
30,2012-07-13,417640.34
30,2012-07-20,427491.04
30,2012-07-27,424581.17
30,2012-08-03,425136.55
30,2012-08-10,430878.28
30,2012-08-17,423351.15
30,2012-08-24,425296.65
30,2012-08-31,439132.5
30,2012-09-07,433565.77
30,2012-09-14,437773.31
30,2012-09-21,443891.64
30,2012-09-28,425410.04
30,2012-10-05,446751.45
30,2012-10-12,434593.26
30,2012-10-19,437537.29
30,2012-10-26,439424.5
